"brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
580,"Browar &#321;om&#380;a Sp. z o.o.",1230316448,3.5,3,3.5,"Euro Pale Lager",4,3.5,"Lomza Petne ( Premium Beer)",6.2,17334
580,"Browar &#321;om&#380;a Sp. z o.o.",1215560227,2.5,2.5,3,"Euro Pale Lager",3,2.5,"Lomza Petne ( Premium Beer)",6.2,17334
580,"Browar &#321;om&#380;a Sp. z o.o.",1213484867,4,3.5,3.5,"Euro Pale Lager",4,4,"Lomza Petne ( Premium Beer)",6.2,17334
580,"Browar &#321;om&#380;a Sp. z o.o.",1204687999,4,3,3,"Euro Pale Lager",4,3.5,"Lomza Petne ( Premium Beer)",6.2,17334
580,"Browar &#321;om&#380;a Sp. z o.o.",1189388836,1.5,3,1.5,"Euro Pale Lager",3,1.5,"Lomza Petne ( Premium Beer)",6.2,17334
580,"Browar &#321;om&#380;a Sp. z o.o.",1183261343,3,3,2,"Euro Pale Lager",3,2.5,"Lomza Petne ( Premium Beer)",6.2,17334
580,"Browar &#321;om&#380;a Sp. z o.o.",1179973251,3.5,3,3,"Euro Pale Lager",3.5,3.5,"Lomza Petne ( Premium Beer)",6.2,17334
580,"Browar &#321;om&#380;a Sp. z o.o.",1171929676,3.5,3.5,3.5,"Euro Pale Lager",3,3.5,"Lomza Petne ( Premium Beer)",6.2,17334
580,"Browar &#321;om&#380;a Sp. z o.o.",1168501516,3,2.5,3,"Euro Pale Lager",3,3,"Lomza Petne ( Premium Beer)",6.2,17334
580,"Browar &#321;om&#380;a Sp. z o.o.",1168149099,3.5,2.5,4,"Euro Pale Lager",3,3.5,"Lomza Petne ( Premium Beer)",6.2,17334
580,"Browar &#321;om&#380;a Sp. z o.o.",1165379953,4,4,4,"Euro Pale Lager",4,3.5,"Lomza Petne ( Premium Beer)",6.2,17334
580,"Browar &#321;om&#380;a Sp. z o.o.",1165091488,2.5,3,3.5,"Euro Pale Lager",2.5,3,"Lomza Petne ( Premium Beer)",6.2,17334
580,"Browar &#321;om&#380;a Sp. z o.o.",1159584863,2.5,2,2.5,"Euro Pale Lager",1.5,2.5,"Lomza Petne ( Premium Beer)",6.2,17334
580,"Browar &#321;om&#380;a Sp. z o.o.",1154211908,4,3.5,4,"Euro Pale Lager",3.5,4,"Lomza Petne ( Premium Beer)",6.2,17334
580,"Browar &#321;om&#380;a Sp. z o.o.",1279733373,4.5,3.5,3.5,"Euro Pale Lager",4,4,"Lomza Wyborowe",6.2,4881
580,"Browar &#321;om&#380;a Sp. z o.o.",1149845586,4,4,5,"Euro Pale Lager",4,3.5,"Lomza Petne ( Premium Beer)",6.2,17334
580,"Browar &#321;om&#380;a Sp. z o.o.",1142305334,4.5,4,4,"Euro Pale Lager",4.5,4,"Lomza Petne ( Premium Beer)",6.2,17334
580,"Browar &#321;om&#380;a Sp. z o.o.",1131072047,3.5,3,3.5,"Euro Pale Lager",3,3,"Lomza Petne ( Premium Beer)",6.2,17334
580,"Browar &#321;om&#380;a Sp. z o.o.",1126478913,4,3.5,4,"Euro Pale Lager",4,3.5,"Lomza Petne ( Premium Beer)",6.2,17334
580,"Browar &#321;om&#380;a Sp. z o.o.",1117371451,3,3.5,3.5,"Euro Pale Lager",4,3.5,"Lomza Petne ( Premium Beer)",6.2,17334
580,"Browar &#321;om&#380;a Sp. z o.o.",1115175569,4,3,3.5,"Euro Pale Lager",3.5,4,"Lomza Petne ( Premium Beer)",6.2,17334
580,"Browar &#321;om&#380;a Sp. z o.o.",1109170409,4,3.5,3.5,"Euro Pale Lager",3.5,3.5,"Lomza Petne ( Premium Beer)",6.2,17334
580,"Browar &#321;om&#380;a Sp. z o.o.",1104892659,4.5,4,3.5,"Euro Pale Lager",3.5,4,"Lomza Petne ( Premium Beer)",6.2,17334
580,"Browar &#321;om&#380;a Sp. z o.o.",1097541613,3.5,4,3.5,"Euro Pale Lager",3,2.5,"Lomza Petne ( Premium Beer)",6.2,17334
580,"Browar &#321;om&#380;a Sp. z o.o.",1265777339,3.5,3.5,4,"Euro Pale Lager",3.5,3.5,"Lomza Wyborowe",6.2,4881
580,"Browar &#321;om&#380;a Sp. z o.o.",1257114771,3.5,3.5,4,"Euro Pale Lager",3.5,3.5,"Lomza Wyborowe",6.2,4881
580,"Browar &#321;om&#380;a Sp. z o.o.",1232915104,3.5,3,4,"Euro Pale Lager",3.5,4.5,"Lomza Wyborowe",6.2,4881
580,"Browar &#321;om&#380;a Sp. z o.o.",1223478170,3.5,3,3.5,"Euro Pale Lager",4,3,"Lomza Wyborowe",6.2,4881
580,"Browar &#321;om&#380;a Sp. z o.o.",1213833993,3.5,3,3.5,"Euro Pale Lager",3,4,"Lomza Wyborowe",6.2,4881
580,"Browar &#321;om&#380;a Sp. z o.o.",1210295304,4,3,3,"Euro Pale Lager",3.5,3,"Lomza Wyborowe",6.2,4881
580,"Browar &#321;om&#380;a Sp. z o.o.",1209000563,3,3,3,"Euro Pale Lager",3,3,"Lomza Wyborowe",6.2,4881
580,"Browar &#321;om&#380;a Sp. z o.o.",1174095556,3,2.5,3,"Euro Pale Lager",2.5,2.5,"Lomza Wyborowe",6.2,4881
580,"Browar &#321;om&#380;a Sp. z o.o.",1169182856,4,3.5,4,"Euro Pale Lager",3,2,"Lomza Wyborowe",6.2,4881
580,"Browar &#321;om&#380;a Sp. z o.o.",1159508361,3.5,4,2.5,"Euro Pale Lager",3.5,4,"Lomza Wyborowe",6.2,4881
580,"Browar &#321;om&#380;a Sp. z o.o.",1134353009,4,4,4,"Euro Pale Lager",4.5,4,"Lomza Wyborowe",6.2,4881
580,"Browar &#321;om&#380;a Sp. z o.o.",1127699653,3,2.5,3,"Euro Pale Lager",3,3,"Lomza Wyborowe",6.2,4881
580,"Browar &#321;om&#380;a Sp. z o.o.",1109981871,3.5,3.5,3,"Euro Pale Lager",3.5,3,"Lomza Wyborowe",6.2,4881
580,"Browar &#321;om&#380;a Sp. z o.o.",1095208988,3.5,3,3,"Euro Pale Lager",4,4,"Lomza Wyborowe",6.2,4881
580,"Browar &#321;om&#380;a Sp. z o.o.",1079373270,3.5,3,3,"Euro Pale Lager",3.5,3,"Lomza Wyborowe",6.2,4881
580,"Browar &#321;om&#380;a Sp. z o.o.",1047571351,3.5,3,2.5,"Euro Pale Lager",3,3,"Lomza Wyborowe",6.2,4881
580,"Browar &#321;om&#380;a Sp. z o.o.",1044907152,4,2.5,3.5,"Euro Pale Lager",3.5,3.5,"Lomza Wyborowe",6.2,4881
580,"Browar &#321;om&#380;a Sp. z o.o.",1039216020,3,2.5,3.5,"Euro Pale Lager",3,2,"Lomza Wyborowe",6.2,4881
580,"Browar &#321;om&#380;a Sp. z o.o.",1320808006,3,3.5,3,"Euro Strong Lager",4,2.5,"Lomza Mocne",7.8,4794
580,"Browar &#321;om&#380;a Sp. z o.o.",1318380596,3,2.5,4.5,"Euro Strong Lager",4,2.5,"Lomza Mocne",7.8,4794
580,"Browar &#321;om&#380;a Sp. z o.o.",1232412713,2.5,3.5,3.5,"Euro Strong Lager",3.5,3.5,"Lomza Mocne",7.8,4794
580,"Browar &#321;om&#380;a Sp. z o.o.",1314419486,3.5,4,3.5,"Euro Strong Lager",3.5,3.5,"Lomza Mocne",7.8,4794
580,"Browar &#321;om&#380;a Sp. z o.o.",1314162321,3.5,3.5,3.5,"Euro Strong Lager",3.5,3,"Lomza Mocne",7.8,4794
580,"Browar &#321;om&#380;a Sp. z o.o.",1313263780,3.5,3,3.5,"Euro Strong Lager",3.5,3.5,"Lomza Mocne",7.8,4794
580,"Browar &#321;om&#380;a Sp. z o.o.",1312338603,4,3.5,4,"Euro Strong Lager",3.5,3.5,"Lomza Mocne",7.8,4794
580,"Browar &#321;om&#380;a Sp. z o.o.",1311736275,3,4,2.5,"Euro Strong Lager",3.5,3.5,"Lomza Mocne",7.8,4794
580,"Browar &#321;om&#380;a Sp. z o.o.",1294784276,2.5,3,3.5,"Euro Strong Lager",3,2,"Lomza Mocne",7.8,4794
580,"Browar &#321;om&#380;a Sp. z o.o.",1271160149,4,3.5,4,"Euro Strong Lager",4,4,"Lomza Mocne",7.8,4794
580,"Browar &#321;om&#380;a Sp. z o.o.",1265776558,3,3,3,"Euro Strong Lager",3,3.5,"Lomza Mocne",7.8,4794
580,"Browar &#321;om&#380;a Sp. z o.o.",1223377814,2.5,2.5,3,"Euro Strong Lager",3,3,"Lomza Mocne",7.8,4794
580,"Browar &#321;om&#380;a Sp. z o.o.",1220236303,1.5,2,3,"Euro Strong Lager",3,1.5,"Lomza Mocne",7.8,4794
580,"Browar &#321;om&#380;a Sp. z o.o.",1217376728,3,2.5,3,"Euro Strong Lager",2,3,"Lomza Mocne",7.8,4794
580,"Browar &#321;om&#380;a Sp. z o.o.",1199064067,3.5,3.5,3.5,"Euro Strong Lager",3.5,3.5,"Lomza Mocne",7.8,4794
580,"Browar &#321;om&#380;a Sp. z o.o.",1165987343,5,3,3,"Euro Strong Lager",5,3.5,"Lomza Mocne",7.8,4794
580,"Browar &#321;om&#380;a Sp. z o.o.",1163741086,2.5,2,3,"Euro Strong Lager",2.5,2,"Lomza Mocne",7.8,4794
580,"Browar &#321;om&#380;a Sp. z o.o.",1152150081,3,3,3,"Euro Strong Lager",3.5,3.5,"Lomza Mocne",7.8,4794
580,"Browar &#321;om&#380;a Sp. z o.o.",1145855326,3.5,2.5,2,"Euro Strong Lager",3,2.5,"Lomza Mocne",7.8,4794
580,"Browar &#321;om&#380;a Sp. z o.o.",1139778728,4.5,3,3.5,"Euro Strong Lager",4,4,"Lomza Mocne",7.8,4794
580,"Browar &#321;om&#380;a Sp. z o.o.",1131004568,2,3,3,"Euro Strong Lager",2,2.5,"Lomza Mocne",7.8,4794
580,"Browar &#321;om&#380;a Sp. z o.o.",1313178647,3,3.5,3.5,"Dortmunder / Export Lager",2.5,3,"Lomza Export",5.7,1564
580,"Browar &#321;om&#380;a Sp. z o.o.",1300326460,3.5,3,3.5,"Dortmunder / Export Lager",3.5,3.5,"Lomza Export",5.7,1564
580,"Browar &#321;om&#380;a Sp. z o.o.",1127703028,3,2.5,3,"Euro Strong Lager",3,2.5,"Lomza Mocne",7.8,4794
580,"Browar &#321;om&#380;a Sp. z o.o.",1115055207,4.5,3.5,3.5,"Euro Strong Lager",4,3.5,"Lomza Mocne",7.8,4794
580,"Browar &#321;om&#380;a Sp. z o.o.",1105719962,3.5,2,3.5,"Euro Strong Lager",3.5,2.5,"Lomza Mocne",7.8,4794
580,"Browar &#321;om&#380;a Sp. z o.o.",1094692803,4,3.5,3,"Euro Strong Lager",3.5,4,"Lomza Mocne",7.8,4794
580,"Browar &#321;om&#380;a Sp. z o.o.",1094365504,4.5,4,3.5,"Euro Strong Lager",4.5,4,"Lomza Mocne",7.8,4794
580,"Browar &#321;om&#380;a Sp. z o.o.",1074821769,4,3,3.5,"Euro Strong Lager",3,3,"Lomza Mocne",7.8,4794
580,"Browar &#321;om&#380;a Sp. z o.o.",1061936388,2.5,2.5,2.5,"Euro Strong Lager",3,2.5,"Lomza Mocne",7.8,4794
580,"Browar &#321;om&#380;a Sp. z o.o.",1045236398,2.5,1,2.5,"Euro Strong Lager",2.5,2,"Lomza Mocne",7.8,4794
580,"Browar &#321;om&#380;a Sp. z o.o.",1284958453,3.5,3,3,"Dortmunder / Export Lager",3.5,3.5,"Lomza Export",5.7,1564
580,"Browar &#321;om&#380;a Sp. z o.o.",1271260275,4,3,3.5,"Dortmunder / Export Lager",4,3.5,"Lomza Export",5.7,1564
580,"Browar &#321;om&#380;a Sp. z o.o.",1265775655,3.5,4,3.5,"Dortmunder / Export Lager",3.5,3.5,"Lomza Export",5.7,1564
580,"Browar &#321;om&#380;a Sp. z o.o.",1245201503,2,2.5,2.5,"Dortmunder / Export Lager",2.5,2,"Lomza Export",5.7,1564
580,"Browar &#321;om&#380;a Sp. z o.o.",1230968159,3,3.5,2.5,"Dortmunder / Export Lager",3,3,"Lomza Export",5.7,1564
580,"Browar &#321;om&#380;a Sp. z o.o.",1230867381,4,3,4,"Dortmunder / Export Lager",4,4,"Lomza Export",5.7,1564
580,"Browar &#321;om&#380;a Sp. z o.o.",1214435864,2.5,3,3,"Dortmunder / Export Lager",3,3,"Lomza Export",5.7,1564
580,"Browar &#321;om&#380;a Sp. z o.o.",1199064017,3,3,3.5,"Dortmunder / Export Lager",3,2.5,"Lomza Export",5.7,1564
580,"Browar &#321;om&#380;a Sp. z o.o.",1150489811,4,4,3.5,"Dortmunder / Export Lager",3.5,3.5,"Lomza Export",5.7,1564
580,"Browar &#321;om&#380;a Sp. z o.o.",1068627613,3.5,4,4,"Dortmunder / Export Lager",3.5,3.5,"Lomza Export",5.7,1564
580,"Browar &#321;om&#380;a Sp. z o.o.",1057355142,4.5,4,4.5,"Dortmunder / Export Lager",4,4,"Lomza Export",5.7,1564
580,"Browar &#321;om&#380;a Sp. z o.o.",1038595033,4.5,3.5,3.5,"Dortmunder / Export Lager",4,4,"Lomza Export",5.7,1564
580,"Browar &#321;om&#380;a Sp. z o.o.",1034524128,4,2.5,3,"Dortmunder / Export Lager",2.5,2.5,"Lomza Export",5.7,1564
580,"Browar &#321;om&#380;a Sp. z o.o.",1018803008,4,3,3,"Dortmunder / Export Lager",4,4.5,"Lomza Export",5.7,1564
580,"Browar &#321;om&#380;a Sp. z o.o.",1005078896,4,4,3,"Dortmunder / Export Lager",4,5,"Lomza Export",5.7,1564
580,"Browar &#321;om&#380;a Sp. z o.o.",1000944001,4,3,4,"Dortmunder / Export Lager",4,3.5,"Lomza Export",5.7,1564
