"","brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
"11",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1295471508,3,2.5,4,"Euro Pale Lager",3.5,3,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"12",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1290904167,4,3,4,"Euro Pale Lager",4,3,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"13",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1288395112,3,3,3,"Euro Pale Lager",3,3,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"14",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1285305355,1,2,3,"Euro Pale Lager",1,2,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"15",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1279967731,3.5,2,3.5,"Euro Pale Lager",2.5,2,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"16",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1279681054,2,2,3,"Euro Pale Lager",3,2,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"17",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1277162177,4,4,4,"Euro Pale Lager",3,3.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"18",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1271256146,3.5,3.5,3,"Euro Pale Lager",3.5,3.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"19",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1268111780,3,3,3,"Euro Pale Lager",3,3,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"20",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1266209579,2.5,3,3,"Euro Pale Lager",1,1.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"21",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1257824989,3,1.5,2.5,"Euro Pale Lager",2,2,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"22",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1257291859,3,2,2,"Euro Pale Lager",2.5,2.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"23",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1155084584,4.5,3.5,3.5,"Euro Pale Lager",3.5,3.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"24",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1251338245,4,3.5,3.5,"Euro Pale Lager",4,3.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"25",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1248753515,3.5,2.5,2.5,"Euro Pale Lager",2.5,2,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"26",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1242498010,2.5,2,2,"Euro Pale Lager",2.5,3,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"27",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1242353621,2.5,2,2,"Euro Pale Lager",3,3,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"28",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1238199178,4,3.5,4,"Euro Pale Lager",3.5,3.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"29",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1238190175,2.5,2.5,3,"Euro Pale Lager",2.5,2,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"30",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1231571413,3.5,3,3,"Euro Pale Lager",3.5,3.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"31",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1230728095,3.5,3,3.5,"Euro Pale Lager",3,3,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"32",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1229270234,3.5,3.5,3,"Euro Pale Lager",3,3.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"33",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1208300876,2.5,2,2.5,"Euro Pale Lager",2.5,2,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"34",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1192671670,2.5,2,2.5,"Euro Pale Lager",2.5,2.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"35",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1179624587,4,3.5,3,"Euro Pale Lager",4,3.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"36",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1177974643,3.5,3,4,"Euro Pale Lager",3,3.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"37",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1175115942,3,3,3.5,"Euro Pale Lager",3,3.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"38",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1174770794,2,2,4,"Euro Pale Lager",2.5,2,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"39",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1170722655,2.5,3,3,"Euro Pale Lager",2.5,2.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"40",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1169355905,2.5,2.5,2.5,"Euro Pale Lager",2.5,2.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"41",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1158245937,3,3,2,"Euro Pale Lager",3,3,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"42",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1157833386,4.5,4,3,"Euro Pale Lager",3.5,4,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"43",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1156546901,4,4,3,"Euro Pale Lager",4,4,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"44",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1154206319,3,3,4,"Euro Pale Lager",3.5,2.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"45",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1148406218,2.5,2.5,2.5,"Euro Pale Lager",2.5,2.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"46",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1144367063,3,4,3.5,"Euro Pale Lager",3,3.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"47",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1141093303,3,2,3,"Euro Pale Lager",3,3,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"48",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1139164660,2.5,4,3.5,"Euro Pale Lager",4,2.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"49",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1138702434,3.5,4,3,"Euro Pale Lager",3.5,3,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"50",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1134275730,3,2.5,2.5,"Euro Pale Lager",3,2.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"51",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1129255974,2,2.5,2.5,"Euro Pale Lager",3,2.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"52",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1123893336,3.5,3,3,"Euro Pale Lager",3,3.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"53",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1121292027,3.5,4.5,4,"Euro Pale Lager",3.5,3.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"54",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1120122726,3.5,3,3,"Euro Pale Lager",3.5,3.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"55",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1111108041,3.5,3.5,3,"Euro Pale Lager",3.5,3,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"56",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1108251761,3,2.5,3,"Euro Pale Lager",3,2.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"57",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1093797032,3,2.5,3,"Euro Pale Lager",3,2.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"58",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1087333212,3.5,3,3.5,"Euro Pale Lager",3.5,3.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"59",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1077416794,2,2.5,2,"Euro Pale Lager",2,2.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"60",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1076219520,1.5,2,3.5,"Euro Pale Lager",1.5,1.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"61",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1071722298,3,4,3,"Euro Pale Lager",4,3.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"62",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1071537647,3,3,3,"Euro Pale Lager",3,2.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"63",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1051724346,3,3,3,"Euro Pale Lager",3,3.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"64",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1047752089,3.5,3.5,4,"Euro Pale Lager",3,3.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"65",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1046032160,3,3.5,3.5,"Euro Pale Lager",3,3,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"66",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1044700662,3,3,3,"Euro Pale Lager",2.5,2.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"67",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1043581399,3,3.5,3.5,"Euro Pale Lager",2.5,3,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"68",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1041719627,3,4,3.5,"Euro Pale Lager",3,3.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"69",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1039296683,3,2.5,2.5,"Euro Pale Lager",3.5,4,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"70",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1038244796,2.5,2,3,"Euro Pale Lager",3,2.5,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"71",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1031512707,1.5,2.5,2.5,"Euro Pale Lager",2,1,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
"72",576,"Zak&#322;ady Piwowarskie w Le&#380;ajsku S.A.",1029943758,2,2.5,3.5,"Euro Pale Lager",2.5,1,"Lezajsk 1525 Legendary Premium Lager",5.5,1542
